applicant_id,ism,jins,yosh,viloyat,bandlik,ish_staji_oy,deklaratsiya_daromad,oila_azolari,talim,mijoz_boldi_oy
A002062,Rahimov Timur,M,60,Buxoro,xususiy,105,8450000,6,orta_maxsus,62
A002063,Nurmatov Nurbek,M,35,Andijon,xususiy,166,6600000,6,orta_maxsus,60
A002064,Normatov Nozima,F,23,Andijon,savdo,12,11470000,6,orta,106
A002065,Yo'ldoshev Madina,F,21,Qashqadaryo,xususiy,94,5640000,3,orta_maxsus,20
A002066,Normatov Davron,M,41,Qoraqalpog'iston,xususiy,9,6880000,2,orta,72
A002067,Xolmatov Gulnora,F,57,Namangan,xususiy,144,3590000,3,orta_maxsus,0
A002068,Jo'rayev Malika,F,35,Farg'ona,xususiy,159,4160000,7,orta_maxsus,45
A002069,Tursunov Shahzoda,F,38,Andijon,IT,152,2590000,2,orta,16
A002070,Sultonov Zarina,F,50,Buxoro,xususiy,39,2220000,2,oliy,73
A002071,Muhammadiyev Nurbek,M,53,Qoraqalpog'iston,transport,86,5140000,3,oliy,111
A002072,Egamberdiyev Madina,F,54,Navoiy,xususiy,49,8120000,5,oliy,70
A002073,Toshmatov Nilufar,F,44,Qoraqalpog'iston,qurilish,149,6760000,4,orta,47
A002074,Jo'rayev Dildora,F,61,Farg'ona,qurilish,153,7180000,2,orta,91
A002075,Qodirov Muslima,F,63,Andijon,transport,86,4760000,7,orta_maxsus,29
A002076,Xasanov Oybek,M,39,Sirdaryo,byudjet,4,2670000,1,orta_maxsus,25
A002077,G'ulomov Madina,F,61,Jizzax,qurilish,48,3360000,1,orta,81
A002078,Tursunov Shahzoda,F,30,Samarqand,xususiy,147,4420000,5,orta,19
A002079,Sultonov Feruza,F,37,Sirdaryo,xususiy,54,7950000,3,orta,108
A002080,Mirzayev Doston,M,56,Buxoro,IT,112,2600000,4,oliy,90
A002081,Xasanov Farrux,M,51,Buxoro,xususiy,159,1520000,6,oliy,5
A002082,Normatov Aziza,F,63,Sirdaryo,byudjet,55,4620000,1,orta_maxsus,29
A002083,Xasanov Shahzoda,F,47,Qoraqalpog'iston,byudjet,158,7710000,6,orta,33
A002084,Ochilov Behruz,M,57,Qashqadaryo,byudjet,7,4090000,1,oliy,23
A002085,Yo'ldoshev Feruza,F,56,Navoiy,savdo,92,6850000,5,orta,72
A002086,Aliyev Nilufar,F,28,Qashqadaryo,transport,59,10690000,5,oliy,51
A002087,Egamberdiyev Rustam,M,25,Andijon,savdo,152,11580000,1,orta,104
A002088,Yusupov Rustam,M,25,Andijon,xususiy,54,5570000,3,oliy,81
A002089,Normatov Sanjar,M,24,Xorazm,qurilish,100,2510000,3,orta,12
A002090,Xolmatov Akmal,M,26,Farg'ona,savdo,125,3190000,6,orta,87
A002091,Muhammadiyev Anvar,M,45,Surxondaryo,xususiy,44,1790000,3,orta,35
A002092,Boboyev Sabina,F,33,Namangan,savdo,36,1770000,5,oliy,1
A002093,Xudoyberdiyev Otabek,M,27,Surxondaryo,savdo,13,2750000,3,oliy,62
A002094,Ergashev Diyor,M,55,Andijon,xususiy,66,3410000,7,orta_maxsus,26
A002095,Jo'rayev Gulnora,F,39,Xorazm,o'z_ishi,46,7670000,5,orta_maxsus,77
A002096,Boboyev Sanjar,M,62,Qoraqalpog'iston,IT,80,3490000,1,orta_maxsus,47
A002097,Aliyev Javohir,M,21,Sirdaryo,xususiy,176,1290000,3,orta_maxsus,57
A002098,Nazarov Nurbek,M,28,Qoraqalpog'iston,transport,128,2340000,6,orta,102
A002099,Qodirov Bekzod,M,54,Surxondaryo,IT,124,9260000,6,orta_maxsus,20
A002100,Musayev Alisher,M,25,Namangan,o'z_ishi,83,3860000,3,oliy,43
A002101,Aliyev Malika,F,26,Toshkent,xususiy,88,6990000,6,oliy,70
A002102,Ochilov Nilufar,F,36,Toshkent,savdo,166,3790000,6,orta,114
A002103,Nurmatov Nilufar,F,44,Farg'ona,xususiy,133,2940000,5,orta,48
A002104,Xudoyberdiyev Doston,M,29,Xorazm,IT,59,7510000,2,orta,16
A002105,Xudoyberdiyev Sabina,F,28,Andijon,byudjet,3,27830000,6,orta,40
A002106,Raximov Aziza,F,59,Sirdaryo,byudjet,13,5310000,2,orta_maxsus,50
A002107,Rahimov Bobur,M,29,Xorazm,o'z_ishi,104,1980000,6,oliy,22
A002108,Boboyev Behruz,M,27,Toshkent,byudjet,86,3110000,2,oliy,62
A002109,Sharipov Aziza,F,25,Samarqand,qurilish,59,1680000,3,oliy,70
A002110,Qodirov Malika,F,21,Namangan,transport,114,2470000,1,oliy,17
A002111,Bekmurodov Dildora,F,35,Toshkent,xususiy,59,2500000,3,oliy,54
A002112,Karimov Madina,F,54,Qashqadaryo,IT,1,5050000,6,orta_maxsus,110
A002113,Xolmatov Charos,F,63,Navoiy,savdo,127,2820000,4,oliy,111
A002114,Toshmatov Feruza,F,60,Surxondaryo,qurilish,116,4810000,1,orta_maxsus,118
A002115,Jo'rayev Aziza,F,32,Xorazm,byudjet,85,7270000,2,oliy,99
A002116,G'ulomov Nodir,M,53,Namangan,byudjet,165,2210000,2,oliy,111
A002117,Ochilov Nodir,M,45,Qashqadaryo,xususiy,138,3690000,3,oliy,89
A002118,Aliyev Anvar,M,59,Navoiy,xususiy,89,2140000,4,orta_maxsus,41
A002119,Ochilov Nilufar,F,62,Sirdaryo,byudjet,28,2630000,6,orta_maxsus,43
A002120,Jo'rayev Nodir,M,34,Surxondaryo,xususiy,50,19250000,4,oliy,36
A002121,Xasanov Sevara,F,46,Xorazm,savdo,24,2700000,6,orta,22
A002122,Hamidov Farrux,M,55,Andijon,o'z_ishi,148,5800000,4,orta_maxsus,97
A002123,G'ulomov Timur,M,40,Andijon,savdo,70,4260000,6,oliy,48
A002124,Raximov Bekzod,M,45,Andijon,xususiy,166,1950000,2,orta_maxsus,21
A002125,Tursunov Mohira,F,53,Buxoro,xususiy,75,3500000,3,orta_maxsus,35
A002126,Yo'ldoshev Muslima,F,55,Namangan,savdo,8,2500000,6,oliy,29
A002127,Rahimov Bekzod,M,35,Samarqand,xususiy,2,3650000,5,orta_maxsus,67
A002128,Qurbonov Shahzoda,F,41,Farg'ona,savdo,119,25070000,1,oliy,49
A002129,Xolmatov Sanjar,M,58,Surxondaryo,qurilish,34,3590000,5,orta,19
A002130,Normatov Lola,F,40,Jizzax,savdo,51,3650000,1,orta,69
A002131,Qodirov Zilola,F,34,Xorazm,ishsiz,0,5780000,7,orta_maxsus,114
A002132,Hamidov Dilnoza,F,30,Navoiy,savdo,49,6080000,6,oliy,40
A002133,Karimov Kamron,M,34,Farg'ona,xususiy,122,5480000,5,orta,48
A002134,Sultonov Farrux,M,54,Xorazm,o'z_ishi,177,4150000,4,oliy,57
A002135,Aliyev Kamron,M,51,Andijon,qurilish,45,2040000,7,orta,25
A002136,Raximov Sabina,F,28,Surxondaryo,qurilish,90,8880000,1,oliy,71
A002137,Ismoilov Muslima,F,38,Qoraqalpog'iston,byudjet,108,6930000,1,orta,86
A002138,Boboyev Sabina,F,36,Buxoro,xususiy,106,3330000,1,orta_maxsus,68
A002139,Toshmatov Zilola,F,35,Qoraqalpog'iston,transport,81,3030000,3,orta,57
A002140,Qodirov Ulugbek,M,58,Farg'ona,savdo,29,1370000,7,orta,119
A002141,Umarov Timur,M,22,Navoiy,qurilish,102,4290000,3,orta_maxsus,40
A002142,Qurbonov Gulnora,F,38,Qoraqalpog'iston,xususiy,62,2670000,2,orta_maxsus,88
A002143,Ismoilov Sabina,F,44,Farg'ona,qurilish,95,7360000,1,oliy,2
A002144,Ismoilov Malika,F,27,Andijon,transport,159,7090000,1,orta,119
A002145,Raximov Javohir,M,33,Surxondaryo,qurilish,98,3950000,6,orta,85
A002146,Ochilov Feruza,F,57,Farg'ona,transport,58,5610000,2,orta_maxsus,75
A002147,Rahimov Davron,M,28,Surxondaryo,savdo,56,4240000,7,orta_maxsus,104
A002148,Rahimov Farrux,M,46,Sirdaryo,qurilish,47,11120000,5,orta,94
A002149,Sultonov Lola,F,45,Samarqand,IT,96,6320000,5,orta,81
A002150,Sharipov Dildora,F,56,Toshkent,byudjet,97,4220000,4,orta,61
A002151,Egamberdiyev Shohruh,M,26,Samarqand,byudjet,100,5090000,7,orta,90
A002152,Raximov Charos,F,52,Surxondaryo,xususiy,76,6440000,5,orta,91
A002153,Xasanov Gulnora,F,30,Namangan,o'z_ishi,60,4740000,5,oliy,91
A002154,Ochilov Anvar,M,44,Samarqand,byudjet,141,3740000,4,orta,28
A002155,Ergashev Lola,F,55,Xorazm,savdo,83,5470000,2,oliy,30
A002156,Boboyev Shohruh,M,45,Samarqand,IT,123,6820000,5,oliy,0
A002157,Toshmatov Mohira,F,53,Xorazm,transport,170,4190000,5,oliy,103
A002158,Umarov Feruza,F,47,Namangan,qurilish,27,1120000,6,orta_maxsus,64
A002159,Ismoilov Zilola,F,24,Xorazm,xususiy,139,870000,3,orta,43
A002160,Qurbonov Farrux,M,42,Sirdaryo,xususiy,100,2740000,1,oliy,49
A002161,Yusupov Sevara,F,46,Toshkent,xususiy,31,1970000,7,oliy,107
A002162,Rahimov Gulnora,F,63,Sirdaryo,byudjet,172,2220000,5,orta_maxsus,28
A002163,Egamberdiyev Ulugbek,M,25,Toshkent,transport,5,2750000,2,orta,38
A002164,Sharipov Lola,F,44,Qashqadaryo,xususiy,150,2930000,7,oliy,23
A002165,Muhammadiyev Shuhrat,M,44,Toshkent,qurilish,5,2090000,4,orta,114
A002166,Xolmatov Lola,F,56,Jizzax,IT,84,2490000,4,oliy,47
A002167,Bekmurodov Oybek,M,25,Buxoro,qurilish,74,2540000,1,orta,26
A002168,Boboyev Sevara,F,34,Navoiy,xususiy,125,2350000,1,orta,53
A002169,Umarov Shuhrat,M,32,Buxoro,xususiy,167,1440000,7,orta_maxsus,42
A002170,Xolmatov Elyor,M,59,Andijon,byudjet,74,2400000,5,orta_maxsus,107
A002171,Aliyev Oybek,M,61,Sirdaryo,o'z_ishi,134,3800000,6,orta_maxsus,119
A002172,Mirzayev Timur,M,28,Qashqadaryo,xususiy,176,6770000,2,oliy,39
A002173,Tursunov Davron,M,33,Qashqadaryo,xususiy,30,4210000,7,orta_maxsus,26
A002174,Muhammadiyev Malika,F,35,Qashqadaryo,o'z_ishi,143,1590000,5,orta,15
A002175,Nurmatov Mirzo,M,42,Farg'ona,byudjet,27,4000000,4,orta_maxsus,45
A002176,Sattorov Kamola,F,29,Sirdaryo,xususiy,115,2890000,4,orta,104
A002177,Tursunov Kamola,F,27,Sirdaryo,IT,120,2120000,1,orta,38
A002178,Toshmatov Oybek,M,35,Buxoro,savdo,172,6860000,4,orta,112
A002179,Musayev Aziz,M,57,Farg'ona,xususiy,101,4710000,7,oliy,30
A002180,Xasanov Javohir,M,52,Toshkent,savdo,73,4380000,2,oliy,105
A002181,Karimov Mirzo,M,35,Qoraqalpog'iston,o'z_ishi,115,2930000,1,orta,96
A002182,Musayev Nargiza,F,55,Andijon,qurilish,92,4220000,6,oliy,79
A002183,Karimov Diyor,M,39,Xorazm,IT,156,1650000,1,orta_maxsus,95
A002184,Xolmatov Sanjar,M,46,Samarqand,qurilish,178,11200000,6,orta_maxsus,110
A002185,Ismoilov Ulugbek,M,30,Qashqadaryo,transport,171,16400000,5,oliy,108
A002186,Rahimov Akmal,M,53,Navoiy,byudjet,148,3620000,4,orta_maxsus,30
A002187,Bekmurodov Muslima,F,27,Samarqand,savdo,97,2670000,5,orta,83
A002188,Sultonov Umid,M,51,Namangan,o'z_ishi,92,10670000,7,orta,114
A002189,Mirzayev Shahzoda,F,29,Buxoro,xususiy,118,5040000,5,orta_maxsus,116
A002190,Sultonov Nilufar,F,31,Buxoro,byudjet,59,6580000,4,orta,20
A002191,Yo'ldoshev Nargiza,F,58,Namangan,byudjet,21,7600000,3,orta_maxsus,27
A002192,Sultonov Alisher,M,30,Namangan,xususiy,76,14320000,3,orta,44
A002193,Yusupov Ulugbek,M,39,Farg'ona,IT,10,7450000,6,oliy,53
A002194,G'ulomov Mohira,F,23,Buxoro,qurilish,106,7070000,5,orta_maxsus,95
A002195,Musayev Zarina,F,25,Qoraqalpog'iston,xususiy,122,10120000,1,oliy,99
A002196,Muhammadiyev Zafar,M,46,Sirdaryo,xususiy,85,1160000,3,orta,47
A002197,Normatov Jasur,M,63,Jizzax,o'z_ishi,17,12320000,6,orta_maxsus,28
A002198,Muhammadiyev Nargiza,F,25,Samarqand,qurilish,64,4170000,6,orta,68
A002199,Yusupov Aziz,M,35,Jizzax,xususiy,85,3690000,5,oliy,38
A002200,Muhammadiyev Doston,M,52,Qoraqalpog'iston,qurilish,90,2640000,3,oliy,89
A002201,Nurmatov Elyor,M,62,Namangan,o'z_ishi,171,12780000,4,oliy,90
A002202,Tursunov Shohruh,M,41,Qoraqalpog'iston,qurilish,37,3440000,6,oliy,19
A002203,Nazarov Kamron,M,47,Toshkent,xususiy,156,3110000,6,orta,25
A002204,Ergashev Islom,M,52,Surxondaryo,xususiy,110,2210000,2,orta,105
A002205,Musayev Elyor,M,56,Surxondaryo,o'z_ishi,152,3030000,4,orta_maxsus,104
A002206,Nurmatov Aziza,F,58,Buxoro,xususiy,73,3880000,2,orta_maxsus,116
A002207,Toshmatov Bekzod,M,57,Navoiy,xususiy,161,1430000,2,orta,53
A002208,Raximov Farrux,M,43,Farg'ona,xususiy,24,15290000,3,oliy,1
A002209,Qurbonov Shuhrat,M,35,Namangan,o'z_ishi,38,3100000,6,oliy,71
A002210,Karimov Javohir,M,61,Navoiy,ishsiz,0,3810000,1,orta_maxsus,1
A002211,Qurbonov Kamola,F,34,Qashqadaryo,byudjet,94,14330000,6,orta,100
A002212,Yusupov Kamron,M,29,Andijon,o'z_ishi,161,3950000,6,orta,33
A002213,Qodirov Nargiza,F,25,Sirdaryo,xususiy,52,6110000,3,oliy,47
A002214,Qurbonov Akmal,M,57,Samarqand,IT,73,2840000,1,orta,68
A002215,Rahimov Sardor,M,56,Buxoro,qurilish,88,18630000,2,orta,115
A002216,Toshmatov Doston,M,34,Xorazm,byudjet,54,5760000,6,orta_maxsus,106
A002217,Qurbonov Sevara,F,21,Samarqand,transport,33,1620000,7,orta_maxsus,11
A002218,Jo'rayev Sevara,F,59,Namangan,byudjet,47,5840000,4,oliy,9
A002219,Xudoyberdiyev Dildora,F,38,Sirdaryo,xususiy,166,3830000,2,orta_maxsus,35
A002220,Toshmatov Kamola,F,58,Qashqadaryo,transport,62,1710000,5,orta_maxsus,53
A002221,Muhammadiyev Charos,F,40,Surxondaryo,transport,148,3080000,2,orta_maxsus,99
A002222,Ravshanov Behruz,M,59,Xorazm,savdo,51,5170000,1,oliy,90
A002223,Abdullayev Javohir,M,39,Navoiy,o'z_ishi,113,3660000,3,oliy,73
A002224,Ergashev Sardor,M,39,Namangan,byudjet,14,6880000,5,orta,89
A002225,Karimov Alisher,M,53,Qashqadaryo,qurilish,18,3640000,2,orta_maxsus,23
A002226,Normatov Feruza,F,59,Qoraqalpog'iston,xususiy,163,7960000,6,orta,51
A002227,Nazarov Nozima,F,40,Surxondaryo,qurilish,5,10380000,3,orta,4
A002228,Egamberdiyev Timur,M,38,Surxondaryo,qurilish,133,3430000,5,orta,45
A002229,Ismoilov Oybek,M,57,Sirdaryo,ishsiz,0,2420000,7,oliy,81
A002230,Nazarov Dildora,F,24,Xorazm,transport,7,14220000,3,orta,26
A002231,Sultonov Akmal,M,42,Xorazm,byudjet,1,6470000,5,orta_maxsus,37
A002232,Egamberdiyev Zilola,F,42,Toshkent,qurilish,91,2850000,1,orta_maxsus,64
A002233,Nurmatov Aziz,M,63,Buxoro,savdo,156,2420000,4,orta,21
A002234,Ravshanov Zafar,M,60,Samarqand,savdo,23,3160000,6,oliy,70
A002235,Xudoyberdiyev Javohir,M,23,Toshkent,xususiy,61,10190000,3,orta_maxsus,80
A002236,Jo'rayev Nurbek,M,45,Surxondaryo,byudjet,11,1420000,7,orta,106
A002237,Nurmatov Sabina,F,63,Farg'ona,byudjet,33,5920000,2,orta,116
A002238,Xasanov Javohir,M,28,Qoraqalpog'iston,xususiy,154,7920000,7,oliy,63
A002239,Hamidov Sanjar,M,39,Qoraqalpog'iston,qurilish,156,2610000,4,orta,67
A002240,Karimov Kamron,M,57,Jizzax,qurilish,1,5940000,7,orta,17
A002241,Yo'ldoshev Nodir,M,28,Namangan,qurilish,121,2890000,7,oliy,15
A002242,G'ulomov Malika,F,22,Samarqand,xususiy,27,5180000,3,oliy,106
A002243,Xudoyberdiyev Nilufar,F,62,Surxondaryo,savdo,178,1030000,4,orta,33
A002244,Ergashev Islom,M,52,Navoiy,o'z_ishi,82,2690000,2,orta,30
A002245,Xolmatov Shahzoda,F,58,Qoraqalpog'iston,xususiy,82,7310000,2,orta_maxsus,39
A002246,Jo'rayev Alisher,M,54,Namangan,xususiy,14,3020000,1,orta,22
A002247,Xudoyberdiyev Rustam,M,63,Andijon,o'z_ishi,45,690000,3,orta_maxsus,112
A002248,Muhammadiyev Feruza,F,42,Toshkent,IT,148,4190000,4,orta_maxsus,59
A002249,Abdullayev Zafar,M,36,Andijon,savdo,42,2970000,5,orta,103
A002250,Xudoyberdiyev Muslima,F,63,Toshkent,byudjet,70,1640000,1,orta,74
A002251,Yo'ldoshev Mohira,F,22,Navoiy,savdo,164,1720000,5,orta,58
A002252,Hamidov Shohruh,M,36,Andijon,xususiy,60,9770000,3,orta_maxsus,3
A002253,Qurbonov Sardor,M,41,Xorazm,qurilish,161,2360000,2,oliy,74
A002254,Ergashev Diyor,M,57,Jizzax,savdo,141,4460000,4,orta,74
A002255,Nazarov Mohira,F,39,Surxondaryo,savdo,129,7500000,3,orta_maxsus,47
A002256,Qodirov Behruz,M,53,Toshkent,xususiy,21,2070000,1,oliy,40
A002257,Xudoyberdiyev Sevara,F,44,Toshkent,savdo,73,7220000,1,orta_maxsus,108
A002258,Nurmatov Nodir,M,43,Jizzax,xususiy,105,20110000,4,oliy,114
A002259,Ravshanov Zafar,M,39,Qashqadaryo,IT,82,6510000,7,orta,84
A002260,Boboyev Nurbek,M,36,Qashqadaryo,savdo,45,10230000,7,orta,120
A002261,Musayev Davron,M,39,Navoiy,byudjet,99,9300000,7,orta,59
A002262,Qurbonov Feruza,F,29,Jizzax,IT,28,3070000,2,orta_maxsus,12
A002263,Umarov Shuhrat,M,41,Jizzax,qurilish,142,13630000,1,orta_maxsus,65
A002264,Hamidov Nozima,F,25,Farg'ona,IT,123,6730000,2,orta,60
A002265,Rahimov Nurbek,M,27,Farg'ona,savdo,31,3890000,1,orta,5
A002266,Karimov Mohira,F,42,Andijon,qurilish,15,2060000,6,oliy,96
A002267,Xolmatov Mohira,F,63,Xorazm,qurilish,66,2870000,4,orta,69
A002268,Toshmatov Malika,F,23,Navoiy,byudjet,31,4310000,2,orta,56
A002269,Mirzayev Madina,F,46,Navoiy,savdo,30,14480000,6,oliy,12
A002270,Ergashev Farrux,M,54,Qashqadaryo,savdo,83,3670000,6,orta,63
A002271,Egamberdiyev Feruza,F,37,Qoraqalpog'iston,xususiy,166,8570000,2,orta,26
A002272,Abdullayev Bobur,M,41,Namangan,savdo,137,7070000,6,orta,19
A002273,Nurmatov Nargiza,F,26,Surxondaryo,transport,102,5840000,4,orta_maxsus,6
A002274,Abdullayev Sevara,F,26,Jizzax,xususiy,34,2540000,5,oliy,94
A002275,Sultonov Madina,F,27,Namangan,o'z_ishi,135,3640000,7,oliy,75
A002276,Ochilov Bobur,M,27,Jizzax,xususiy,49,2540000,2,oliy,30
A002277,Musayev Madina,F,46,Sirdaryo,savdo,24,4310000,3,orta_maxsus,7
A002278,Raximov Dilnoza,F,62,Qoraqalpog'iston,byudjet,129,12640000,1,orta_maxsus,74
A002279,Mirzayev Dildora,F,23,Toshkent,ishsiz,0,1700000,4,oliy,38
A002280,Egamberdiyev Shuhrat,M,43,Qoraqalpog'iston,savdo,40,3200000,7,oliy,12
A002281,Ochilov Anvar,M,55,Navoiy,byudjet,33,1310000,4,orta,74
A002282,Xolmatov Shahzoda,F,22,Toshkent,savdo,109,8480000,3,oliy,91
A002283,Rahimov Nilufar,F,32,Surxondaryo,byudjet,167,2580000,7,orta,74
A002284,Toshmatov Nodir,M,37,Navoiy,savdo,162,8390000,6,orta_maxsus,32
A002285,Normatov Sevara,F,32,Surxondaryo,xususiy,122,3030000,3,orta,17
A002286,Xolmatov Muslima,F,59,Farg'ona,savdo,94,2120000,3,orta_maxsus,71
A002287,Jo'rayev Feruza,F,29,Qoraqalpog'iston,ishsiz,0,3800000,1,orta,84
A002288,Normatov Umid,M,27,Surxondaryo,ishsiz,0,5670000,7,orta,85
A002289,Jo'rayev Akmal,M,53,Qashqadaryo,byudjet,17,2470000,4,orta,56
A002290,Sattorov Bobur,M,62,Surxondaryo,o'z_ishi,163,3580000,5,orta_maxsus,43
A002291,Raximov Anvar,M,23,Qoraqalpog'iston,transport,123,2090000,2,oliy,50
A002292,Muhammadiyev Aziza,F,24,Buxoro,xususiy,77,8140000,6,orta_maxsus,46
A002293,Xudoyberdiyev Nurbek,M,43,Farg'ona,xususiy,146,3830000,5,orta,13
A002294,Jo'rayev Nilufar,F,29,Qashqadaryo,xususiy,75,3960000,1,orta_maxsus,56
A002295,Sharipov Charos,F,36,Farg'ona,xususiy,142,4600000,1,oliy,120
A002296,Saidov Feruza,F,48,Navoiy,qurilish,101,1790000,5,orta,62
A002297,Muhammadiyev Davron,M,22,Navoiy,savdo,25,1520000,6,oliy,94
A002298,Tursunov Nargiza,F,60,Qashqadaryo,savdo,139,3900000,7,oliy,78
A002299,Sultonov Doston,M,24,Samarqand,o'z_ishi,55,3720000,3,oliy,23
A002300,Ismoilov Kamola,F,25,Andijon,xususiy,90,2250000,6,oliy,30
A002301,Yo'ldoshev Aziza,F,55,Andijon,o'z_ishi,44,2460000,1,orta,86
A002302,Musayev Dildora,F,33,Namangan,savdo,40,5990000,5,oliy,42
A002303,Nurmatov Akmal,M,62,Qoraqalpog'iston,transport,127,6550000,5,orta,89
A002304,Nurmatov Muslima,F,26,Qoraqalpog'iston,savdo,125,2240000,7,orta,87
A002305,Toshmatov Farrux,M,44,Andijon,o'z_ishi,57,3900000,5,orta,45
A002306,Ismoilov Akmal,M,32,Namangan,o'z_ishi,73,1820000,7,orta,7
A002307,Abdullayev Javohir,M,63,Jizzax,xususiy,142,6580000,2,orta,24
A002308,Hamidov Bekzod,M,43,Qashqadaryo,xususiy,146,4250000,5,oliy,27
A002309,Boboyev Feruza,F,63,Navoiy,byudjet,24,4090000,6,orta_maxsus,33
A002310,Hamidov Malika,F,29,Buxoro,byudjet,81,3370000,1,oliy,29
A002311,Ergashev Javohir,M,39,Sirdaryo,savdo,104,1950000,2,orta_maxsus,5
A002312,Aliyev Lola,F,60,Namangan,transport,49,4860000,3,orta_maxsus,90
A002313,Bekmurodov Charos,F,53,Navoiy,transport,146,4530000,3,oliy,16
A002314,Musayev Gulnora,F,62,Andijon,IT,118,3300000,5,oliy,78
A002315,Xudoyberdiyev Feruza,F,56,Sirdaryo,xususiy,57,16200000,5,oliy,78
A002316,Normatov Behruz,M,43,Farg'ona,xususiy,86,4750000,7,oliy,55
A002317,Xasanov Mohira,F,62,Qoraqalpog'iston,qurilish,55,1620000,3,oliy,51
A002318,Abdullayev Mirzo,M,50,Qoraqalpog'iston,xususiy,62,1990000,1,orta,105
A002319,Toshmatov Otabek,M,22,Xorazm,qurilish,177,2690000,6,oliy,55
A002320,Abdullayev Mohira,F,40,Farg'ona,transport,31,5540000,2,oliy,80
A002321,Qurbonov Nilufar,F,49,Qoraqalpog'iston,byudjet,100,4250000,5,orta,63
A002322,Boboyev Shohruh,M,51,Navoiy,savdo,21,5160000,1,orta,120
A002323,Toshmatov Oybek,M,48,Navoiy,qurilish,144,15050000,5,oliy,75
A002324,Xudoyberdiyev Diyor,M,38,Jizzax,byudjet,84,10940000,7,oliy,95
A002325,Ismoilov Madina,F,52,Andijon,xususiy,130,5220000,4,orta,42
A002326,Abdullayev Aziz,M,59,Namangan,transport,106,2410000,7,oliy,95
A002327,Yusupov Madina,F,62,Namangan,byudjet,136,1410000,1,oliy,74
A002328,Xolmatov Nodir,M,58,Namangan,IT,121,9040000,3,orta_maxsus,40
A002329,Boboyev Zilola,F,43,Andijon,xususiy,75,2660000,2,orta_maxsus,83
A002330,Saidov Sardor,M,29,Andijon,qurilish,63,5790000,3,oliy,35
A002331,Sattorov Lola,F,53,Qashqadaryo,IT,141,3540000,3,orta,79
A002332,Umarov Nozima,F,35,Farg'ona,qurilish,80,5870000,3,oliy,101
A002333,Xolmatov Farrux,M,34,Andijon,o'z_ishi,147,2840000,4,oliy,28
A002334,Boboyev Nurbek,M,29,Farg'ona,xususiy,138,6670000,1,oliy,38
A002335,Sattorov Kamola,F,25,Namangan,byudjet,88,7360000,5,oliy,41
A002336,Normatov Bekzod,M,24,Sirdaryo,xususiy,52,4980000,7,oliy,100
A002337,Sultonov Gulnora,F,24,Sirdaryo,byudjet,116,1720000,5,orta_maxsus,120
A002338,Yusupov Gulnora,F,21,Surxondaryo,xususiy,14,3240000,5,orta,43
A002339,Xasanov Aziza,F,26,Toshkent,xususiy,145,4950000,6,orta,28
A002340,Xolmatov Madina,F,36,Qashqadaryo,o'z_ishi,169,2010000,4,orta_maxsus,119
A002341,Qurbonov Zilola,F,50,Xorazm,savdo,87,2350000,7,oliy,43
A002342,Saidov Feruza,F,32,Surxondaryo,transport,53,6100000,3,oliy,20
A002343,Raximov Sabina,F,56,Andijon,xususiy,121,12260000,1,oliy,26
A002344,Karimov Farrux,M,25,Jizzax,xususiy,125,7520000,2,oliy,19
A002345,Musayev Sevara,F,62,Surxondaryo,savdo,67,5020000,6,orta,79
A002346,Sultonov Rustam,M,24,Xorazm,xususiy,136,6080000,3,orta_maxsus,110
A002347,Sharipov Shahzoda,F,48,Sirdaryo,savdo,165,7800000,3,orta_maxsus,78
A002348,Egamberdiyev Rustam,M,26,Qoraqalpog'iston,byudjet,149,7840000,6,orta,1
A002349,Toshmatov Feruza,F,35,Navoiy,qurilish,4,1370000,2,orta,113
A002350,Nazarov Jasur,M,52,Andijon,savdo,2,7980000,4,orta,50
A002351,Normatov Nilufar,F,23,Qashqadaryo,xususiy,70,1340000,2,orta_maxsus,87
A002352,Nazarov Bobur,M,25,Qoraqalpog'iston,o'z_ishi,107,3220000,2,oliy,71
A002353,Qurbonov Aziza,F,39,Samarqand,byudjet,48,9160000,1,orta_maxsus,41
A002354,Aliyev Zafar,M,30,Navoiy,ishsiz,0,4020000,1,orta_maxsus,35
A002355,Hamidov Feruza,F,44,Farg'ona,xususiy,30,3160000,6,orta_maxsus,37
A002356,Rahimov Ulugbek,M,49,Samarqand,xususiy,78,4660000,1,orta_maxsus,68
A002357,Abdullayev Madina,F,36,Qashqadaryo,byudjet,8,2790000,3,orta,14
A002358,Nurmatov Shohruh,M,55,Navoiy,IT,174,22670000,2,orta_maxsus,99
A002359,Ochilov Farrux,M,28,Farg'ona,transport,89,5160000,4,orta_maxsus,98
A002360,Egamberdiyev Nilufar,F,63,Qashqadaryo,xususiy,78,1830000,2,orta,69
A002361,Ravshanov Zilola,F,29,Qashqadaryo,xususiy,160,2190000,7,orta,24
A002362,Yo'ldoshev Mohira,F,26,Samarqand,savdo,3,3810000,2,orta_maxsus,70
A002363,Abdullayev Bekzod,M,41,Qoraqalpog'iston,qurilish,32,4300000,7,orta_maxsus,106
A002364,Rahimov Nargiza,F,31,Qoraqalpog'iston,qurilish,55,3540000,2,orta,16
A002365,Muhammadiyev Diyor,M,55,Jizzax,savdo,92,7710000,2,orta,59
A002366,Umarov Zafar,M,23,Buxoro,o'z_ishi,24,1820000,7,orta_maxsus,41
